Зарплата,ДМС,Обучение,Фитнес,Ссылка,Работодатель
40000,,,,https://hh.ru/vacancy/96248167,билайн
72000,1,,,https://hh.ru/vacancy/96272950,Lamoda
60000,,,,https://hh.ru/vacancy/97622073,Суши Wok
