Зарплата,ДМС,Обучение,Фитнес,Ссылка,Работодатель
150000,,,,https://hh.ru/vacancy/106283938,ASIMgames
110000,,,,https://hh.ru/vacancy/106038109,CREOS Play
120000,,,,https://hh.ru/vacancy/104539227,ООО Кэрот Бродкаст
150000,,,,https://geekjob.ru/vacancy/664346214483b475950b336d,Next Genium
245000,,,,https://geekjob.ru/vacancy/64dc99956253e0e6870230e6,DeV.VP
