Зарплата,ДМС,Обучение,Фитнес,Ссылка,Работодатель
320000,,,,https://hh.ru/vacancy/106890121,ООО Вайвекс
80000,,,,https://hh.ru/vacancy/106435352,Garden of Dreams
360000,,1,,https://telegra.ph/Unity-Technical-Artist-02-05,Replika.ai
180000,,,,https://telegra.ph/Technical-Artist-08-12,Ultragames
